phrase,label,source
'Life is a prison.',,LoL/Thresh
'I do not discriminate. All must find comfort inside my lantern.',,LoL/Thresh
'No need to rush! Death will bless us all!',,LoL/Thresh
'My magic is older than life.',,LoL/Thresh
"'In death, we become family.'",,LoL/Thresh
"'Death, what a pretty word.'",,LoL/Thresh
"'Spirits, alone and forsaken. I grant them all purpose.'",,LoL/Thresh
'Every spirit is useful.Thatis why I must collect them all.',,LoL/Thresh
''Torment' is such a harsh word. I prefer 'nurture.'',,LoL/Thresh
'Cruelty is a gift I learn from the living.',,LoL/Thresh
'Nothing more beautiful than death.',,LoL/Thresh
'Poor lost spirits beckoning to bloom. I've been waiting for you.',,LoL/Thresh
'Do not fear me. I am but a servant of the natural order that guides us all.',,LoL/Thresh
"'Do not worry, my dear spirits, you will all be safe in my collection.'",,LoL/Thresh
"'In life, you are heroes and villains. In death, you are all my children.'",,LoL/Thresh
"'My children, my collection, blossom with potential.'",,LoL/Thresh
"'No one understands the intricacies of my collection, and that is why I must never stop!'",,LoL/Thresh
"'I am friends with all spirits, until they decide to question me.'",,LoL/Thresh
"'The living say, 'Look death in the eye'.' Thresh chuckles. 'I do love an intimate connection.'",,LoL/Thresh
'Those privy to my secrets?' Thresh chuckles. 'They are safe with me now.',,LoL/Thresh
'The dead passing to spirits. The spirits passing to my collection. That is how it must be.',,LoL/Thresh
"'That little fox and I once guided spirits together, but now, I must save them from her errant ways.'",,LoL/Thresh
"'Without me, the dead would be lost. I am what drives them to greatness.'",,LoL/Thresh
'Deny me your spirit. I do enjoy a good chase.',,LoL/Thresh
"'You think yourself clever. But once a little fox,alwaysa little fox.'",,LoL/Thresh
"'Cassiopeia, you treat the spirits with tender-loving cruelty.' Thresh chuckles. 'That, I admire.'",,LoL/Thresh
"'Wolf, why do you let this... girl keep you on a leash? I pity you.'",,LoL/Thresh
"'They took your home, Lillia, do not forget this loss. Let it course through you.'",,LoL/Thresh
"'Lucian, that name. Perhaps we met in another life. Perhaps... you failed to catch my attention.'",,LoL/Thresh
"'Riven, a spirit betrayed by her own kind. That is a tragedy I adore.'",,LoL/Thresh
"'Senna, my dear girl. I do hope you enjoyed your taste of freedom, but now, you must come home.'",,LoL/Thresh
"'Why, why do you exist? You... stupid... raccoon dog!'",,LoL/Thresh
"'You, Chain Warden, you have potential beyond your own understanding.'",,LoL/Thresh
'Hunting demons only to become one yourself? Vayne --' Thresh chuckles. 'I will make you precious.',,LoL/Thresh
"'Yasuo, the heroic warlord I've been hearing all about. I must say, I'm disappointed.'",,LoL/Thresh
"'Yone, the eldest son overshadowed by his younger brother. How could you possibly rest in peace?'",,LoL/Thresh
"'Your spirit seems lacking in, uh... anything of value.'",,LoL/Thresh
"'Many spirits have potential, but yours... yours will simply fade.'",,LoL/Thresh
'A life not worth savoring. A death not worth remembering.',,LoL/Thresh
'Taunt me again. I do love hearing you mask your insecurities.',,LoL/Thresh
'My little pet. Dinner.',,LoL/Thresh
'Who's a good demon lantern?' Thresh giggles. 'You are.',,LoL/Thresh
'Don't spoil your dinner now.',,LoL/Thresh
'Oh dear. Your wit faded long ago.',,LoL/Thresh
Thresh laughs softly.,,LoL/Thresh
Thresh plays a song from his lantern.,,LoL/Thresh
Thresh grunts and laughs.,,LoL/Thresh
'You belong to me!',,LoL/Thresh
'For my collection!',,LoL/Thresh
'You are lost. Allow me!',,LoL/Thresh
'I will grant you purpose.',,LoL/Thresh
'No need to struggle.',,LoL/Thresh
'Wretched spirits get the leash!',,LoL/Thresh
'Die and rejoice!',,LoL/Thresh
'The end begins!',,LoL/Thresh
'Let it all go.',,LoL/Thresh
'Join your siblings!',,LoL/Thresh
'Naughty little one!',,LoL/Thresh
"'Oh, yes, challenge me!'",,LoL/Thresh
'A wandering soul.',,LoL/Thresh
'No more games!',,LoL/Zed
'I've been waiting for you.',,LoL/Thresh
'You are chosen.',,LoL/Thresh
'Another lost soul.',,LoL/Thresh
'I've been waiting!',,LoL/Thresh
'Play with me.',,LoL/Thresh
'Where are you off to?',,LoL/Thresh
"'Breathe, my children.'",,LoL/Thresh
'Light their path!',,LoL/Thresh
'Kindle their spirits!',,LoL/Thresh
'It doesn't bite!',,LoL/Thresh
'You know better!',,LoL/Thresh
'I don't think so.',,LoL/Thresh
'No you don't!',,LoL/Thresh
'You are mine!',,LoL/Thresh
'This is freedom!',,LoL/Thresh
"'Hush, now. You are home.'",,LoL/Thresh
'Rest. I will take good care... of you.',,LoL/Thresh
'Welcome to my family.',,LoL/Thresh
'Call me father if you wish.',,LoL/Thresh
"'And now, you have purpose.'",,LoL/Thresh
"'Bye-bye, little fox. Your children rest with me now.'",,LoL/Thresh
"'Rest now, Cassiopeia. I will take good care of your collected spirits.'",,LoL/Thresh
"'Enjoy your freedom, little wolf.'",,LoL/Thresh
"'Dreams of hope? No! I am afraid I cannot allow that, Lillia.'",,LoL/Thresh
"'Lucian, Lucian, Lucian... no, still doesn't ring a bell.'",,LoL/Thresh
'Riven.' Thresh chuckles. 'Severed... Broken.',,LoL/Thresh
"'Welcome home, my dear Senna.'",,LoL/Thresh
"'That was no spirit, no demon. That... was an abomination!'",,LoL/Thresh
'Almost felt like I lost a piece of myself.',,LoL/Thresh
"'Look what you've become. You are my favorite child, my favorite Vayne!'",,LoL/Thresh
"'So whiny, so angry! Typical of the second son.'",,LoL/Thresh
"'Worry not, Yone. Your little brother is safe with me, too.'",,LoL/Thresh
"'Five spirits, a completed collection.'",,LoL/Thresh
'A father must always look his best.',,LoL/Thresh
"'A better look, for better times.'",,LoL/Thresh
"'Ahhhh, that's better.'",,LoL/Thresh
'Dry your eyes. I won't be gone for long.',,LoL/Thresh
'Don't run off too far now. I'll only be a moment.',,LoL/Thresh
'Don't you know? Absence makes the heart grow fonder.',,LoL/Thresh
'No light... only... joy...',,LoL/Thresh
'The sweet... embrace...',,LoL/Thresh
'Death is inevitable.',,LoL/Thresh
"'Ah, the beautiful pangs of resurrection.'",,LoL/Thresh
'I hope my children didn't miss me too much.',,LoL/Thresh
'Welcome to Summoner's Rift.',,LoL/Thresh
'Enemy double kill.',,LoL/Thresh
'Enemy triple kill.',,LoL/Thresh
'Enemy quadra kill.',,LoL/Thresh
'An enemy is dominating.',,LoL/Thresh
'An enemy is unstoppable.',,LoL/Thresh
'An enemy is godlike.',,LoL/Thresh
'An enemy... is legendary.',,LoL/Thresh
'Your turret... has been destroyed.',,LoL/Thresh
'Your team has destroyed a turret.',,LoL/Thresh
'Your inhibitor has been... destroyed.',,LoL/Thresh
'Your team has destroyed an inhibitor!',,LoL/Thresh
'Welcome to the Cosmic Ruins.',,LoL/Thresh
'Your team has gathered half your souls.',,LoL/Thresh
'Your team has nearly enough souls.',,LoL/Thresh
'The enemy team has gathered half their souls. Hurry up.',,LoL/Thresh
'The enemy team has gathered half their souls.',,LoL/Thresh
'The enemy team has nearly enough souls. Faster!',,LoL/Thresh
'The enemy team has nearly enough souls.',,LoL/Thresh
'Only the singularity can bring oblivion - sweet rapture.',,LoL/Thresh
'The Dark Star hungers for souls.',,LoL/Thresh
'Only the singularity will free me - free everything.',,LoL/Thresh
"'More. More, for the Dark Star.'",,LoL/Thresh
"'Round one, defeat!'",,LoL/Thresh
"'Round one, victory!'",,LoL/Thresh
"'Round two, defeat.'",,LoL/Thresh
"'Round two, victory!'",,LoL/Thresh
"'Agony, ecstasy, peace. Every passing has a beauty all its own.'",,LoL/Karthus
"'Ah, the kiss of death.'",,LoL/Karthus
'So many souls await.',,LoL/Karthus
'We all have a place among the divine. We have only to accept it.',,LoL/Karthus
'My pilgrimage begins.',,LoL/Karthus
'Solace comes with a still heart.',,LoL/Karthus
'Shed no tears for the dead.',,LoL/Karthus
'May death free us all.',,LoL/Karthus
"'Follow my voice, and slip away.'",,LoL/Karthus
'You are only the cocoon.',,LoL/Karthus
'Have you ever felt a calling?',,LoL/Karthus
'I can give you certainty.',,LoL/Karthus
'What trickery is life?',,LoL/Karthus
'You are the candle burning unto nothing.',,LoL/Karthus
'Death is but a horizon.',,LoL/Karthus
"'Soon, all will wane.'",,LoL/Karthus
'You have been dying from your first breath.',,LoL/Karthus
'We are forever.',,LoL/Karthus
"'You all die, why not choose how?'",,LoL/Karthus
'The Shadow Isles sing louder than any siren.',,LoL/Karthus
'You are a doomed vessel.',,LoL/Karthus
'The faithful never fear the grave.',,LoL/Karthus
'Truth is what I offer.',,LoL/Karthus
"'In the end, only the dead shall remain.'",,LoL/Karthus
'Pain is the herald of your salvation.',,LoL/Karthus
'Hear the elegy of the lost.',,LoL/Karthus
"'You will forget breath, you will forget love.'",,LoL/Karthus
'Death is a song all will hear.',,LoL/Karthus
"'Never hunger, never tire, never fear.'",,LoL/Karthus
'Death is blacker than the blackest black... times infinity.',,LoL/Karthus
"'Tower diver! Gotta' get away, get away!'",,LoL/Karthus
'METALis the only heartbeat I need.',,LoL/Karthus
'We totally topped the charts in the Freljord!',,LoL/Karthus
'Amp it up.',,LoL/Karthus
'You deceive your followers. I will enlighten them.',,LoL/Karthus
'Death's horse needs no bridle.',,LoL/Karthus
"'You are but the herald, Hecarim. Remember who you truly serve.'",,LoL/Karthus
'Your light is but a candle in the infinite dark.',,LoL/Karthus
"'Abandon your mortality, and find your precious Senna.'",,LoL/Karthus
"'You can always join her, Lucian. It will be bliss!'",,LoL/Karthus
'Lucian! Join her!',,LoL/Karthus
'A shell of flesh or a shell of metal? Both ring hollow.',,LoL/Karthus
"'You give the dead purpose, Mordekaiser. I give them meaning.'",,LoL/Karthus
"'Sion, we must free your soul from the prison of flesh.'",,LoL/Karthus
"'You are only the echo of greatness, but I can give you a voice again!'",,LoL/Karthus
"'You may shackle the living, but the dead must walk free.'",,LoL/Karthus
"'Death has more meaning than torment alone, warden.'",,LoL/Karthus
"'Abomination, you have cheated death too long.'",,LoL/Karthus
'Death. Could not. Break me.',,LoL/Karthus
"'You are on the eve of liberation, Varus.'",,LoL/Karthus
"'I will shred your body, and burn your soul!'",,LoL/Karthus
'To feel the caress of death for the first time... I envy you!',,LoL/Karthus
'The song of your life will be brief.',,LoL/Karthus
'Your death will be excruciating!',,LoL/Karthus
'Life clings like a parasite to a soul!',,LoL/Karthus
'I'm putting your name in my little black necronomicon.',,LoL/Karthus
"'Sorry, I'm booked through... er, brrrr... forever.'",,LoL/Karthus
"'Listen, mortals, as I speak the word of... my cookbook.'",,LoL/Karthus
"'What's the incantation again... yes, erm... oh, right, R!'",,LoL/Karthus
'Do you have a moment to talk about death?',,LoL/Karthus
"'Dear diary, met a wonderful ghoul today...'",,LoL/Karthus
"'When the going gets tough, the tough get aDeathcap!'",,LoL/Karthus
'What have I done? Created beauty by simply rocking! That's all.',,LoL/Karthus
'What is that sound? It's the pounding of creation's hammer on the anvil of time!',,LoL/Karthus
"'Urgot, hm, I highly recommend death at this point.'",,LoL/Karthus
'But I still have so much to kill for.',,LoL/Karthus
"Karthus laughs in a confident, evil manner.",,LoL/Karthus
'It is written.',,LoL/Karthus
'Hear my song.',,LoL/Karthus
'The rhythm of your life slows.',,LoL/Karthus
'Join the chorus of death.',,LoL/Karthus
'I sing the word of death.',,LoL/Karthus
"'Die by my hand, and rise anew.'",,LoL/Karthus
'Rest in peace.',,LoL/Karthus
'Sleep without dreams.',,LoL/Karthus
'I crave the parting.',,LoL/Karthus
'Revel in the undoing.',,LoL/Karthus
'Release your mortal coil.',,LoL/Karthus
"'Sleep now, child.'",,LoL/Karthus
'Darkness envelops you.',,LoL/Karthus
'It's time... to wake the dead.',,LoL/Karthus
'Join me in this duet of demise.',,LoL/Karthus
'Die for metal.',,LoL/Karthus
'Feel the frailty of life!',,LoL/Karthus
'You cannot escape.',,LoL/Karthus
'Your bodies betray you!',,LoL/Karthus
'To flee is to suffer.',,LoL/Karthus
"'Sing, my children.'",,LoL/Karthus
'Behold my chorus.',,LoL/Karthus
'Countless voices in unison!',,LoL/Karthus
'Rise and sing!',,LoL/Karthus
'Feel the spirits.',,LoL/Karthus
'You will not die alone.',,LoL/Karthus
'Cease to be!',,LoL/Karthus
'Sing with your final breath!',,LoL/Karthus
'Listen and rejoicein death!',,LoL/Karthus
"'A dirge, for those who remain!'",,LoL/Karthus
Karthus laughs loudly and maniacally.,,LoL/Karthus
'Everyone will falter when you die!',,LoL/Karthus
"'My son, smite them all!'",,LoL/Karthus
'I am the lightbringer!',,LoL/Karthus
"'Angels too, are the messengers of death.'",,LoL/Karthus
"'Host of angels, or murder of crows?'",,LoL/Karthus
'A companion for all time.',,LoL/Karthus
'Its power grows with time... as does mine.',,LoL/Karthus
"'Ah, the song grows.'",,LoL/Karthus
'I hear the echo of Rabadon; it is exquisite.',,LoL/Karthus
'A crown for the king of death.',,LoL/Karthus
'Its old master served my patron well.',,LoL/Karthus
'None can outrun death.',,LoL/Karthus
'This crystal will sing with me.',,LoL/Karthus
"'When death's grip finds you, it clings tightly.'",,LoL/Karthus
"'A tear of loss, a tear of joy.'",,LoL/Karthus
'It will turn their mantles to shrouds.',,LoL/Karthus
'What can protect you from the inevitable?',,LoL/Karthus
'No one can hide from the end.',,LoL/Karthus
'The grave has all the time in the world.',,LoL/Karthus
"'Freeze that moment, on the threshold of oblivion.'",,LoL/Karthus
'The sands slip away like lives.',,LoL/Karthus
'Dead eyes never blink.',,LoL/Karthus
'Death sees all.',,LoL/Karthus
"'When I return, more shall join my choir.'",,LoL/Karthus
'I go where death bids me.',,LoL/Karthus
Karthus plays a guitar solo.,,LoL/Karthus
'Behold your undoing!',,LoL/Karthus
'Gaze upon me and despair!',,LoL/Karthus
'The shell means nothing!',,LoL/Karthus
'I am become death!',,LoL/Karthus
'Time for my encore!',,LoL/Karthus
'You can't kill the metal!',,LoL/Karthus
'The sustain! Listen to it!',,LoL/Karthus
Karthus screams in pain and perishes breathless.,,LoL/Karthus
'Let me show you an alternative to life.',,LoL/Karthus
'You have earned a page in my book.',,LoL/Karthus
'My song is death.',,LoL/Karthus
'Fear not... I will make use of your corpse.',,LoL/Yorick
'It's your funeral.',,LoL/Yorick
'I once had honor... before theRuination.',,LoL/Yorick
'This land will never heal. But I will lay it to rest.',,LoL/Yorick
"'Tired, ancient, and half-dead. Still, I come for you.'",,LoL/Yorick
'I am the rift between life and death. The thin divide between breath and grave.',,LoL/Yorick
"'Join us in eternity, Yorick.'",,LoL/Yorick
"'In the beyond, once you're free.'",,LoL/Yorick
"'Let us in, remove your chains.'",,LoL/Yorick
'I think not.',,LoL/Yorick
"'Yorick, look what you've become.'",,LoL/Yorick
'I've become what I must be.',,LoL/Yorick
'Your human form is so confining. You could be infinite.',,LoL/Yorick
'I am enough.',,LoL/Yorick
"'We see you, Yorick. We know your weakness.'",,LoL/Yorick
'You know nothing.',,LoL/Yorick
'There is no hope.',,LoL/Yorick
'There is some.',,LoL/Yorick
'I carry these souls to their end... wherever it may be.',,LoL/Yorick
'Tears of life preserve me.',,LoL/Yorick
'We shall prevail. We have eternity.',,LoL/Yorick
'Our souls are a small price to pay to cleanse this land.',,LoL/Yorick
'I remember when I put theminthe ground.',,LoL/Yorick
"'The Mist writhes, searching for a place to take root.'",,LoL/Yorick
"'It is to the grave, we go.'",,LoL/Yorick
'The isles were once paradise; now they're a prison.',,LoL/Yorick
'This mist has become skin.',,LoL/Yorick
'Life is but a brief disinterment.',,LoL/Yorick
'TheRuined King'sallies shall fall with him.',,LoL/Yorick
'My curse is our only hope.',,LoL/Yorick
'What hell is worse than this limbo?',,LoL/Yorick
'I do not live in hope. I work to return it.',,LoL/Yorick
"'The dead don't hear you, no matter how you cry.'",,LoL/Yorick
'One can stare into the grave too long.',,LoL/Yorick
"'Soon, this depravity will end.'",,LoL/Yorick
"'Remember my name. For one day, I will not.'",,LoL/Yorick
"'This journey is long, but I will complete it.'",,LoL/Yorick
'These isles... how they scream.',,LoL/Yorick
'Tell me of the beyond... in case I never make it.',,LoL/Yorick
'Death is not to be feared.',,LoL/Yorick
'The dead have not forgotten.',,LoL/Yorick
"'They once called these isles undying. Yet die, they will.'",,LoL/Yorick
"'From the ground they come, and to it, they return.'",,LoL/Yorick
'All things fade... but me.',,LoL/Yorick
'The beyond is waiting. Strive to meet it.',,LoL/Yorick
'Everyone I knew is dead. How are things with you?',,LoL/Yorick
'How quick the turn from blessed to cursed.',,LoL/Yorick
'Death used to mean something.',,LoL/Yorick
'Ours is a fate worse than death.',,LoL/Yorick
'I am no tyrant. These souls act on their own.',,LoL/Yorick
'Hallowed or profane... I no longer know.',,LoL/Yorick
'We're dead much longer than we are alive.',,LoL/Yorick
'I go wherever souls are adrift.',,LoL/Yorick
'The constant wailing of souls in torment.',,LoL/Yorick
"'So many souls, so few bodies.'",,LoL/Yorick
'It hurts to remember.',,LoL/Yorick
'What I do is just. Every horrid piece of it.',,LoL/Yorick
'What a beautiful dream is life.',,LoL/Yorick
'I do not know what lies beyond. But it is better than this.',,LoL/Yorick
"'Water for the living, shovel for the dead.'",,LoL/Yorick
"'If they could see what I see, they'd long for death.'",,LoL/Yorick
"'To most, life is fleeting; to me, it is quagmire.'",,LoL/Yorick
'Death is not always a release.',,LoL/Yorick
'TheRuined Kingwill soon meet the victims of his curse.',,LoL/Yorick
"'But for the waters, the mist would take me.'",,LoL/Yorick
'I am the first and last of my order.',,LoL/Yorick
'Do you hear that? It is the end.',,LoL/Yorick
'I cling to life by the thinnest thread.',,LoL/Yorick
'The dead shall forgive me. I hope.',,LoL/Yorick
"'They say I was once your age, though I can't quite recall.'",,LoL/Yorick
'Your corpses against mine. May the best win.',,LoL/Yorick
'I have nothing but time. Show me something else.',,LoL/Yorick
'Those you ride down will soon rise against you.',,LoL/Yorick
'You and I share a common goal. The similarities end there.',,LoL/Yorick
"'Enjoy this limbo while you can, for I will soon end it.'",,LoL/Yorick
"'One day, you will take me. May it be soon.'",,LoL/Yorick
'I know you. And I see you always.',,LoL/Yorick
"'No, Lucian, I haven't seen your wife.'",,LoL/Yorick
'You remind me that the world is sometimes good... and very naive.',,LoL/Yorick
"'I fight to free you as well, though a hatchet would suffice.'",,LoL/Yorick
"'My army will soon storm your gates, revenant.'",,LoL/Yorick
'Yours is a fool's errand. The world must be allowed to die.',,LoL/Yorick
'You think you want immortality. I'll gladly give you mine.',,LoL/Yorick
'Those souls are not yours to keep.',,LoL/Yorick
'I pity what you have become. Shall I end your suffering?',,LoL/Yorick
"'Yours is an easy grave to dig, small one.'",,LoL/Yorick
'You'll make a fine addition to my cloak.',,LoL/Yorick
"'For you, I won't dig too deep.'",,LoL/Yorick
'I no longer feel insults.',,LoL/Yorick
'I've endured more pain than any words can bring.',,LoL/Yorick
'I'm just happy to have company.',,LoL/Yorick
"'Ah yes, I remember spewing idle words.'",,LoL/Yorick
"'Ah, missed it. There it goes! Where is it at-- Ah! Yes!'",,LoL/Yorick
"'Ah, would you like some friends? Nope, can't have 'em.'",,LoL/Yorick
'I suppose I have eternity to think about that one.',,LoL/Yorick
Yorick chuckles menacingly.,,LoL/Yorick
"'Ah yes, I remember what laughter sounds like.'",,LoL/Yorick
'Prepare your epitaph.',,LoL/Yorick
'No eulogy for you.',,LoL/Yorick
'Scatter their remains.',,LoL/Yorick
'You are beyond saving.',,LoL/Yorick
"'The hole I dig, it is for you.'",,LoL/Yorick
'I will not damn you. I will end you.',,LoL/Yorick
'Your tomb awaits.',,LoL/Yorick
'Respects to the dying.',,LoL/Yorick
'The beyond awaits you.',,LoL/Yorick
'You are to die.',,LoL/Yorick
'So many souls to liberate.',,LoL/Yorick
'The mist comes for you.',,LoL/Yorick
'The grave is your home.',,LoL/Yorick
'I'll mourn for you.',,LoL/Yorick
'Die to rise again.',,LoL/Yorick
'Flesh that will soon find earth.',,LoL/Yorick
'You decay and do not know it.',,LoL/Yorick
"'To dirt, you return.'",,LoL/Yorick
'I am to bury you.',,LoL/Yorick
'You will rot.',,LoL/Yorick
"'I need your essence, great beast.'",,LoL/Yorick
'Your kind is supposed to live long. I am sorry.',,LoL/Yorick
'That is a lot of flesh to raise.',,LoL/Yorick
'Even your kind will join the mist.',,LoL/Yorick
'Yours will be the largest coffin.',,LoL/Yorick
'I shall perform your rites!',,LoL/Yorick
'What's one more grave?!',,LoL/Yorick
'The isles remember!',,LoL/Yorick
'I must dig!',,LoL/Yorick
"'Join me, brother.'",,LoL/Yorick
"'Die with me brothers, and be free.'",,LoL/Yorick
'Some of these faces I know well.',,LoL/Yorick
"'Ah yes, I remember you.'",,LoL/Yorick
'This horde consumes all.',,LoL/Yorick
"'Return, and fight.'",,LoL/Yorick
'I thank you for your service.',,LoL/Yorick
"'Kill, and use its form.'",,LoL/Yorick
"'They rise, they fight, they rot.'",,LoL/Yorick
'Arise and return to this world.',,LoL/Yorick
'Walk once more.',,LoL/Yorick
"'A little longer, friend, then rest.'",,LoL/Yorick
'Rest in your rightful place.',,LoL/Yorick
'It's good to see you.',,LoL/Yorick
'Wake up. You have a new task.',,LoL/Yorick
"'Welcome back, you won't be here long.'",,LoL/Yorick
'Allies from below.',,LoL/Yorick
'It's you they seek.',,LoL/Yorick
'The ruins of these isles rise to smite you.',,LoL/Yorick
'Won't you join them?',,LoL/Yorick
'The damned resist their fate.',,LoL/Yorick
'Watch them squirm.',,LoL/Yorick
"'To destroy the curse, I use it.'",,LoL/Yorick
'They reach for you.',,LoL/Yorick
'This never ends.',,LoL/Yorick
'An eternal ring.',,LoL/Yorick
'Feel its pull.',,LoL/Yorick
'A profane sacrament.',,LoL/Yorick
'An unholy mark upon you.',,LoL/Yorick
'It fouls upon touch.',,LoL/Yorick
'A curse upon the ground.',,LoL/Yorick
'It claims you.',,LoL/Yorick
"'Go, take what you will.'",,LoL/Yorick
'Behold the horrors of theIsles!',,LoL/Yorick
'See the Maiden? She comes foryou.',,LoL/Yorick
'The mist takes all!',,LoL/Yorick
"'More, more for the black maw of the mist!'",,LoL/Yorick
'We are not corruption. We are strength!',,LoL/Yorick
'All will join.',,LoL/Yorick
'We devour it. It becomes us!',,LoL/Yorick
'Do you feel it? I ammore!',,LoL/Yorick
"'We feed, we grow!'",,LoL/Yorick
'We are stronger. We shall take all!',,LoL/Yorick
'One more step toward domination!',,LoL/Yorick
'One more step toward the end.',,LoL/Yorick
'Your remains will serve a purpose.',,LoL/Yorick
'Another voice in the cacophony of wails.',,LoL/Yorick
'We all end the same.',,LoL/Yorick
"'Flesh torn asunder, flesh reborn.'",,LoL/Yorick
'Look at the wrong you do!',,LoL/Yorick
'It is necessary.',,LoL/Yorick
'One more nail in the coffin of theIsles.',,LoL/Yorick
'I can't bury them all.',,LoL/Yorick
'My graveyard is full.',,LoL/Yorick
'All these bodies going to waste.',,LoL/Yorick
'My army grows.',,LoL/Yorick
'All things decay.',,LoL/Yorick
"'It falls, like all things.'",,LoL/Yorick
'Makes its own tomb.',,LoL/Yorick
'Everything that stands must fall.',,LoL/Yorick
"'Forward, we press.'",,LoL/Yorick
'Don't bury me with it. You can't take it with you.',,LoL/Yorick
'Even a monk needs bread and water.',,LoL/Yorick
"'Material items, for the material world.'",,LoL/Yorick
'The sword of a great man.',,LoL/Yorick
'The sword of a fool.',,LoL/Yorick
'The king will return for it.',,LoL/Yorick
'Then I will strike him down.',,LoL/Yorick
'The blade of the father.',,LoL/Yorick
'A tyrant who will pay for his crimes.',,LoL/Yorick
'This blade has performed great feats.',,LoL/Yorick
'And I will use it to undo them.',,LoL/Yorick
'A sack to cover flesh and bone.',,LoL/Yorick
'The armor of someone soon to die.',,LoL/Yorick
'I wouldn't be caught dead in that.',,LoL/Yorick
"'Mere rags, soon to fade.'",,LoL/Yorick
"'The dead need no armor, but I do.'",,LoL/Yorick
'Taken from one who can no longer use it.',,LoL/Yorick
'It fits me to perfection.',,LoL/Yorick
'Too valuable to bury.',,LoL/Yorick
'To slow the fleet of foot.',,LoL/Yorick
"'Cold, even to my touch.'",,LoL/Yorick
'As cold as the hand of death.',,LoL/Yorick
'Red is the heart that barely beats in me.',,LoL/Yorick
'A vital ornament.',,LoL/Yorick
"'It pulses with life, as theIslesonce did.'",,LoL/Yorick
'Sometimes the dead can give life.',,LoL/Yorick
'A ghastly armament.',,LoL/Yorick
'A gift from kind specters.',,LoL/Yorick
"'Stay with me, spirit.'",,LoL/Yorick
'They'll find me hard to bury.',,LoL/Yorick
'A gauntlet to throw before theking.',,LoL/Yorick
'Gives life when death is near.',,LoL/Yorick
'To cremate my foes.',,LoL/Yorick
'The fire of life burns within.',,LoL/Yorick
'The only warmth I've found.',,LoL/Yorick
'To delay the end.',,LoL/Yorick
'I still draw breath.',,LoL/Yorick
'Even a monk needs respite.',,LoL/Yorick
'The bells toll and I respond.',,LoL/Yorick
'We all return to our origin.',,LoL/Yorick
"'My path is a circle, my work never-ending.'",,LoL/Yorick
'A breath between rites.',,LoL/Yorick
'You retreat like a coward.',,LoL/Yorick
'I will return anon.',,LoL/Yorick
'I see thewolf.',,LoL/Yorick
'I grow cold.',,LoL/Yorick
'Do not grieve.',,LoL/Yorick
'The shock of resurrection quickly passes.',,LoL/Yorick
'I've come too far to stay dead.',,LoL/Yorick
"'We do not die, and so we fight on.'",,LoL/Yorick
"'When we end, we begin again.'",,LoL/Yorick
'Revived by the tears of life.',,LoL/Yorick
"'One day, I will no longer awaken.'",,LoL/Yorick
'A fleeting repose.',,LoL/Yorick
'The beyond is not given. It is earned.',,LoL/Yorick
'Our time has not yet come.',,LoL/Yorick
'There will be no requiem. Not yet.',,LoL/Yorick
'A futile act--why do you persist?',,LoL/Yorick
'Because I must.',,LoL/Yorick
Yorick playsLightbringeron the bass guiar.,,LoL/Yorick
Yorick playsGathering Stormon the bass guitar.,,LoL/Yorick
Yorick plays a tune on thekoto.,,LoL/Yorick
Yorick's theme plays.,,LoL/Yorick
Arclight Yorick's theme plays.,,LoL/Yorick
Meowrick's theme plays.,,LoL/Yorick
Resistance Yorick's theme plays.,,LoL/Yorick
Spirit Blossom Yorick's theme plays.,,LoL/Yorick
'We shall rise to this challenge.',,LoL/Yorick
'Victory... slips away.',,LoL/Yorick
"'Behold, the might of the Shadow Isles.'",,LoL/Hecarim
'I do not rest.',,LoL/Hecarim
'War is eternal.',,LoL/Hecarim
'Their souls beg for release.',,LoL/Hecarim
'Send me to battle.',,LoL/Hecarim
'The grave calls.',,LoL/Hecarim
'I am beyond death.',,LoL/Hecarim
'The shadow approaches.',,LoL/Hecarim
'Life is fleeting.',,LoL/Hecarim
'Your life is a burden. I bring you freedom!',,LoL/Hecarim
'You won't live to see your world destroyed.',,LoL/Hecarim
'Another blue ribbon for Hecarim.',,LoL/Hecarim
'Suffering is magic.',,LoL/Hecarim
'Break their ranks.',,LoL/Hecarim
'Trample their bones.',,LoL/Hecarim
'Crush them underfoot.',,LoL/Hecarim
'The living will fall.',,LoL/Hecarim
Hecarim performs a guitar solo.,,LoL/Hecarim
'Blood runs... they all run.',,LoL/Warwick
'They fear me. They should.',,LoL/Warwick
'The chains are broken... the beast is free.',,LoL/Warwick
'The blood you spilledcallsto me.',,LoL/Warwick
"'Oh, what a day. What a bloody day.'",,LoL/Warwick
'Blood and chrome!',,LoL/Warwick
'Can't save you all... don't want to.',,LoL/Warwick
'I became the monster I always was.',,LoL/Warwick
'The man I was... I killed him first.',,LoL/Warwick
'Try to hide.',,LoL/Warwick
'The memories come back every time you scream.',,LoL/Warwick
'I can smell everything.',,LoL/Warwick
'Vengeance is only a step behind you.',,LoL/Warwick
'You made the monster.',,LoL/Warwick
"'Zaun will watch you bleed, and it will do nothing.'",,LoL/Warwick
'All the blood you've spilled brought me here.',,LoL/Warwick
'Zaun will fight back!',,LoL/Warwick
'You know what you've done.',,LoL/Warwick
'The city is my hunting ground.',,LoL/Warwick
'This place is familiar...',,LoL/Warwick
'The beast grows stronger.',,LoL/Warwick
'Run... while you can.',,LoL/Warwick
